團體名稱,團體類型,成立日期,理事長,社團狀態,會址電話,核准立案字號,會址
中華民國電力退休人員協進會,社會團體,084/02/28,李漢申,已立案,02-2366-7695,8478949,100臺北市中正區羅斯福路3段261號8樓
中華天地大法運動健身協會,社會團體,095/04/08,郭文宏,已立案,23947764,0950065431,220新北市板橋區莒光里14鄰莒光路51巷14號4樓
中國天上慈念聖母功德協會,社會團體,083/03/20,林陳嬌,解散,02-2662-3130,8311715,新北市深坑鄉昇高村昇高坑十三號之一
中華民國兒童生長協會,社會團體,085/03/10,羅福松,已立案,02-28325770,8511895,111臺北市士林區雨農路70號11樓
中華民國新地文學發展協會,社會團體,099/03/13,郭楓,已立案,02-26663210,0990054921,231新北市新店區花園一路二段10號9樓之2
中華房地產教育訓練協會,社會團體,103/02/14,孫慶餘,已立案,02-27010714,1030158215,106臺北市大安區信義路四段306號4樓
台灣海峽兩岸社區產業暨養老照護發展交流協會,社會團體,095/05/23,席震國,已立案,07-3454597,0950135853,802高雄市苓雅區武廟路117號
海峽兩岸醫養產業發展協會,社會團體,100/04/29,陳美齡,已立案,02-27400202*朱小姐,1000099046,106臺北市大安區敦化南路一段216號7樓
中華資產管理教育發展協會,社會團體,101/05/19,黃國欽,已立案,02-77265116,1010252063,221新北市汐止區連興街24號19樓
中華民國中小企業人力資源多元技能發展協會,社會團體,101/07/20,李麗英,已立案,07-334-0153,1010273326,806高雄市前鎮區80661中山二路5號2樓
中華民國汽車保養修理資訊協會,社會團體,080/05/26,徐國運,解散,02-2277-1695,台(80)內社字8080028號,242新北市新莊區化成路一九Ｏ巷九號二樓
中華民國全民技能發展協會,社會團體,098/12/20,張兆恩,已立案,03-4275177,0980238691,320桃園市中壢區中山路63號2樓之1
台灣導遊旅遊產業發展協會,社會團體,103/12/26,楊洽榮,已立案,03-4625200,1040013914,320桃園市中壢區320環北路161號2樓(104.07.21函報內政部異動備查)
中華美學培育學會,社會團體,097/07/26,林政偉,已立案,037477-960,0970163711,350苗栗縣竹南鎮大營路69號
中華樹和教育文化協會,社會團體,099/12/04,陳柏蒼,解散,02-29261678,1000025705,234新北市永和區成功路一段80號13樓之二
台灣運動文化協會,社會團體,099/09/26,余宗鳴,已立案,02-27086137,0990215889,106臺北市大安區106光復南路404號2樓
中華餐旅產業文經交流協會,社會團體,089/09/15,詹昭全,已立案,07-7689068,1000089782,830高雄市鳳山區三誠路51號14樓
中華民國法律科際整合研究學會,社會團體,099/04/24,楊淑文,已立案,02-29393091轉51508,0990132004,116臺北市文山區指南路2段64號國立政治大學法學院
中華民國大漢溪流域生態保育協會,社會團體,088/08/02,李嘉進,解散,02-2677-7386,台(88)內社字第8829373號,239新北市鶯歌區中山路二一六號
中華民國吳若石神父全人發展協會,社會團體,103/05/17,吳若石,已立案,0976-385508,1030192398,962臺東縣長濱鄉三間村10鄰41-5號
中華民國原住民體育運動協會,社會團體,097/10/05,陳鴻明,已立案,03-4885531,0980147166,325桃園市龍潭區上林村金龍路410號
台灣五米樂載具研造協會,社會團體,095/06/11,黃凌霄,已立案,02-24269072,0950112849,203基隆市中山區孝一路82-1號
中華民國資訊社會推廣協會,社會團體,087/04/17,歐陽寬,已立案,02-2552-2638,8718936,103臺北市大同區長安西路54號6樓
台灣新照護協會,社會團體,103/07/19,龐淑娟,已立案,04-27015178,1030221831,407臺中市西屯區上安路173巷13號5樓之1
中華民國夏威夷舞蹈協會,社會團體,098/09/12,沈宜璇,已立案,02-23611557,0990117010,臺北市中華路1段110號8樓
中華海峽兩岸音樂歌唱教育協會,社會團體,100/08/07,楊延壽,已立案,02-29819987,1000195854,248新北市五股區24872中興路1段120號
中華民國領袖行動協會,社會團體,094/05/21,林尚霖,已立案,02-29896688,0950062197,248新北市五股區中興路1段176巷3號
臺灣糖菓餅乾麵食工業同業公會,職業團體,059/07/30,陳正文,已立案,02-27041662,,106臺北市大安區復興南路1段390號9樓之1
中國交通建設學會,社會團體,040/09/22,陳弘,已立案,02-2351-1587,,106臺北市金山南路2段111巷3號
台灣鎖業發展協會,社會團體,098/06/06,李錦文,已立案,02-22992110,0980118226,248新北市五股區工業區五權路61號3樓
中華民國資產評估協會,社會團體,090/05/26,歐陽和生,解散,07-316-2272,9019751,807高雄市三民區博愛一路七十號四樓
中華民國液化石油氣汽車協會,社會團體,083/06/25,吳大經,已立案,02-2546-1672,8315977,臺北市南京東路三段二六一號八樓
中華觀靈學會,社會團體,092/03/16,蘇崑龍,已立案,02-2735-3156,0920017584,110臺北市信義區富陽街71巷7號
中華數位關懷協會,社會團體,094/08/14,張耀鴻,已立案,02-82217998,0940070497,235新北市中和區中正路868-8號15樓
台灣外籍美滿婚姻媒合協會(合),社會團體,100/09/21,林欣怡,已立案,02-23079760,1000228927,100臺北市中正區100重慶北路1段71之1號3樓
台灣綠能智慧建築控制研究發展協會,社會團體,102/06/16,李致中,已立案,04-22310103,1020264221,404臺中市北區404永興街98巷1號
中華慈音道德文化宣揚協會,社會團體,101/03/11,葛建埔,已立案,02-86638553,1010180472,116臺北市文山區景華街15號
台灣土地重劃學會,社會團體,092/09/20,林慶玲,已立案,04-22524985*2902,0920068349,407臺中市西屯區黎明路2段606巷55弄30-5號1樓
中華致柔武學研究社,社會團體,083/07/31,詹德勝,解散,02-2848-3133,,247新北市蘆洲區中山二路一五五號六樓
中國棄廢物再生協會,社會團體,087/09/25,葉奕良,已立案,02-2392-9226~7,8735320,364苗栗縣大湖鄉364富興村鴻福17號5樓
台灣賽車競技協會,社會團體,095/01/21,羅清圳,已立案,08-7514729,0950064181,900屏東縣屏東市大橋頭2-1號
中華民國滾球運動協會,社會團體,095/01/19,林建志,已立案,02-28610511#43265,0950046981,106臺北市大安區10689仁愛路4段107號5樓
中華民國安全衛生職能發展協會,社會團體,103/04/27,王宗敏,已立案,03-3355762,1030333940,330桃園市桃園區330民族路55號5樓(於104年10月1日函報內政部變更備查)
台灣整體美學推廣交流協會,社會團體,094/07/16,潘靜雅,已立案,07-3943299,0940032408,807高雄市三民區九如一路88號
中華亞洲音樂協會,社會團體,101/09/23,李娓娓,已立案,02-87857754,1010342497,110臺北市信義區基隆路2段17號12樓之1
台灣膳食纖維推廣協會,社會團體,093/10/30,李淑惠,已立案,04-22634656,0930041210,408臺中市南屯區大墩一街57巷24號
台灣溫泉學會,社會團體,092/09/11,陳俊廷,已立案,07-2213107,9235427,800高雄市新興區南華路37號2樓
中華民國舞蹈職業訓練協會,社會團體,101/04/11,邱琪媛,已立案,03-3261106,1010223819,330桃園市桃園區330正康三街124號(該會於105.3.31函報內政部異動備查)
台灣外籍勞工勵志協會,社會團體,090/09/23,葉延燊,已立案,03-3800161,9034144,330桃園市桃園區大同西路69巷4弄4號
台灣天元五母道教會,社會團體,099/06/27,楊永昌,已立案,03-9221884,0990137126,264宜蘭縣員山鄉湖西村二湖路65號
開心講堂印心協會,社會團體,100/11/19,楊秋震,已立案,02-29230403,1000250032,234新北市永和區保生路22巷19弄30號15樓
臺灣勞務顧問管理派遣服務協會,社會團體,099/11/03,郭同會,已立案,05-7982345,1000032522,655雲林縣元長鄉鹿南村後建8號
中華國際職能專業訓練師培訓發展協進會,社會團體,103/05/07,陳瑩婉,已立案,02-26792948,1030185213,239新北市鶯歌區永明街67之3號
中華易經管理發展協會,社會團體,103/05/22,李健和,已立案,03-3390200,1030202509,330桃園市桃園區中正路498號5樓
台灣寬心癌症關懷協會,社會團體,103/10/12,許中華,已立案,0979306857,1030326977,100臺北市中正區紹興北街35號5樓之8
台灣佛教善女人協會,社會團體,101/03/25,張玉玲,已立案,02-29387205,1010175589,220新北市板橋區大華街105號
中華民國民間文學學會,社會團體,079/01/14,應裕康,已立案,07-751-7161#416,,802高雄市苓雅區和平一路一一六號高師國文系
中華慈聖功德會,社會團體,085/07/03,施束信,已立案,04-7286636,,503彰化縣花壇鄉白沙村彰員路3段442號
中華民國國立虎尾科技大學校友會全國總會,社會團體,099/04/10,黃明勝,已立案,05-6333381,0990103662,632雲林縣虎尾鎮平和里1鄰平和路12號
台灣物產管理產業協會,社會團體,096/06/22,王文楷,已立案,06-2800-197,0960105901,臺南市民權路3段360號
中華傳統美術學會,社會團體,080/01/11,李真典,解散,02-2701-1339,8102383,100臺北市中正區三元街230巷2號1樓
中華崇儒教育協會,社會團體,105/01/02,梁子緒,已立案,"049-2910256 0937746697",1050010059,545南投縣埔里鎮桃米里桃米路12-16號
台灣美妍美學協會,社會團體,094/08/27,陳文子,已立案,03-4224-724,0950019986,320桃園市中壢區中豐路184號3樓
中華台北養真太極拳社,社會團體,096/05/04,林俊傑(社長),已立案,02-29379984,0960077269,112臺北市北投區112中山北路6段280號2樓
台灣輔導教師協會,社會團體,095/08/26,陳惠雯,已立案,02-2731-1641,0950190978,420臺中市豐原區西安街69巷20號3樓
台灣尼婭文創協會,社會團體,102/01/21,謝昊霓,已立案,06-2013243,1020166595,710臺南市永康區710中山南路490巷1號
台灣應用心理學會,社會團體,103/03/15,李宏鎰,已立案,02-29052124,,408臺中市南屯區大墩一街248號
臺灣烘焙油脂工業同業公會,職業團體,066/05/21,戴淑文,已立案,(02)27060839,,106臺北市大安區復興南路一段390號9樓
台灣產業安全與防災學會,社會團體,105/04/22,徐啟銘,已立案,0933409637,,428臺中市大雅區義和路46巷1弄5號
中華嘎檔典籍派佛學會,社會團體,100/01/08,林雅萍,已立案,07-3811812,1000022885,807高雄市三民區汾陽路68號
中華佛乘宗法界弘法協會,社會團體,090/04/08,張燈源,已立案,02-87706196,9073018,104臺北市中山區長春路366號2樓
台灣銀髮桌遊發展照顧協會,社會團體,105/07/28,賴其頡,已立案,,,830高雄市鳳山區文福街38號7樓
佛弟子協會,社會團體,082/01/10,陳淑蕙（釋如念）,已立案,07-3461308,8203408,813高雄市左營區文府路461號5樓
台灣省安全衛生教育協會,社會團體,086/03/30,王堯輝,已立案,05-2360835,,600嘉義市西區育人路152號
台灣張廖簡全國領袖交流協會,社會團體,105/10/28,張啟雄,已立案,0912189225,1050079843,334桃園市八德區介壽路一段919號12樓之1
臺灣大台南發展促進會,社會團體,100/03/26,陳錫勳,已立案,06-6332555,1000076398,730臺南市新營區府西路261巷17號
臺灣亞洲藝術協會,社會團體,105/05/22,謝麗美,已立案,02-27666139,,114臺北市內湖區新湖一路90號4樓
中華菁英文教協會,社會團體,089/02/13,游茗淓,已立案,04-24720115,0970118566,403臺中市西區403向上路1段423號1樓
中華工商經濟徵信協會,社會團體,069/03/09,沈建強,已立案,02-2509-9089,8735653,104臺北市中山區104南京東路2段124號5樓
中華民國東方之光協進會,社會團體,096/06/24,黑木哲夫,已立案,02-25863443,0960103690,103臺北市大同區承德路1段35號12樓之2
臺灣職能治療學會,社會團體,071/09/11,張玲慧,已立案,02-23820103,110329,100臺北市中正區100博愛路9號5樓之3
臺灣臺北科技大學產官學研菁英協會,社會團體,101/09/17,張宏嘉,已立案,02-27712171#1066.27524188,1010336219,104臺北市中山區中山北路2段46號4樓之5
台灣東印華人福音協會,社會團體,105/05/15,李翠玲,已立案,02-2947-0300,,235新北市中和區秀朗路3段36巷4號1樓
台灣骨科研究學會,社會團體,081/06/27,陳志華,已立案,02-2736-1661#7703,0930045639,110臺北市信義區吳興街260巷1號1樓(該會於106.05.19函報內政部異動備查)
中華民國關懷心臟病童協會,社會團體,080/02/24,秦芳玲,已立案,02-2875-4965,915019,112臺北市北投區石牌路二段201號榮總中正樓9樓
台灣平面顯示器材料與元件產業協會,社會團體,092/04/30,程章林,已立案,03-591-3572,0920020546,310新竹縣竹東鎮中興路4段195號52館101室
台灣加工出口區電機電子工業同業公會,職業團體,058/02/05,沈塗津,已立案,"(07) 3632250",8179738,811高雄市楠梓區加昌路600之6號
中華都市更新全國總會,社會團體,102/09/07,吳錦宗,已立案,02-25780800,1020322923,105臺北市松山區南京東路4段150號2樓
中華企業能源環境協會,社會團體,080/10/07,黃昭順,已立案,07-223-2422,1050061624,802高雄市苓雅區光華一路206號12樓之7
臺灣鑑識科學學會,社會團體,091/09/14,張維敦,已立案,03-3286136,0910033373,333桃園市龜山區33304大崗村樹人路56號中央警察大學科學館301室
中華民國美容同業協會,社會團體,101/02/29,蔡慶祥,已立案,02-66006778轉188,1010166564,105臺北市松山區南京東路3段261號5樓
台灣農努聯盟,社會團體,096/06/28,白仁傑,已立案,04-24711609,0960114696,408臺中市南屯區大墩五街40號（會址異動經本部105年4月11日同意備查）
中華旗袍協會,社會團體,105/08/09,劉玉增,已立案,02-27114322,,106臺北市大安區復興南路1段225號1樓
中華青年創業創新就業服務協會,社會團體,105/06/19,王齡嬌,已立案,07-3381915、,,802高雄市苓雅區中山二路495號9樓
中華愛物公益協會,社會團體,105/10/20,龔宇鎮,已立案,04-23262335,1061400466,403臺中市西區臺灣大道二段349號1樓
中華美容時尚教育協會,社會團體,105/07/24,莊惠娥,已立案,04-23203778,,403臺中市西區精誠十六街39號6樓之1
中華民國風濕病醫學會,社會團體,071/11/27,蔡文展,已立案,07-322-9721,684688,100臺北市中正區金門街34巷16號1樓
臺灣陸資來台投資採購服務協會,社會團體,101/09/13,賴明毅,已立案,02-25861191,1010357517,103臺北市大同區重慶北路3段137巷8號1樓
中華善種子教育協會,社會團體,105/11/24,李超群,已立案,,,403臺中市西區博館路117號12樓
臺灣向上全人關懷協會,社會團體,105/12/26,謝睿彬,已立案,02-25572356,,103臺北市大同區延平北路二段247巷5號
